DBN,RH School,BN,CEP URL,Total Enrollment,Num Female,Num Black,Num Hispanic
15K295,n,K295,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K295.pdf,431,202,30,172
15K321,n,K321,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K321.pdf,1381,694,38,85
15K423,n,K423,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K423.pdf,184,91,119,58
15K429,n,K429,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K429.pdf,246,108,135,85
15K442,n,K442,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K442.pdf,302,116,43,89
15K443,n,K443,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K443.pdf,580,415,43,170
15K447,n,K447,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K447.pdf,545,253,62,111
15K448,n,K448,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K448.pdf,684,330,237,308
15K462,n,K462,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K462.pdf,436,265,276,126
15K463,n,K463,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K463.pdf,268,145,125,99
15K464,n,K464,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K464.pdf,690,292,233,290
15K497,n,K497,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K497.pdf,723,353,217,167
15K516,y,K516,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K516.pdf,500,258,2,391
15K519,n,K519,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K519.pdf,582,324,363,168
15K529,n,K529,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K529.pdf,226,91,35,159
15K592,n,K592,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K592.pdf,226,100,81,18
15K656,n,K656,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K656.pdf,939,705,611,201
15K667,n,K667,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K667.pdf,1216,578,91,900
15K676,n,K676,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K676.pdf,121,62,57,58
15K684,n,K684,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K684.pdf,675,365,112,133
15K698,n,K698,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K698.pdf,181,73,54,105
15K767,n,K767,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K767.pdf,124,64,1,51
15K821,n,K821,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K821.pdf,533,256,11,404
15K839,n,K839,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K839.pdf,345,152,47,86
15K863,n,K863,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K863.pdf,455,234,27,64
15K896,n,K896,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K896.pdf,38,18,0,14
16K005,y,K005,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K005.pdf,216,115,167,34
16K021,n,K021,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K021.pdf,574,291,492,59
16K025,n,K025,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K025.pdf,82,30,43,28
16K026,y,K026,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K026.pdf,259,111,174,61
16K028,n,K028,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K028.pdf,116,49,96,14
16K035,n,K035,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K035.pdf,225,119,188,30
16K040,n,K040,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K040.pdf,348,175,237,76
16K057,n,K057,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K057.pdf,160,90,100,50
16K081,n,K081,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K081.pdf,286,146,170,87
16K243,n,K243,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K243.pdf,243,115,172,54
16K262,n,K262,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K262.pdf,176,91,140,28
16K267,n,K267,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K267.pdf,236,125,178,45
16K308,n,K308,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K308.pdf,249,118,189,46
16K309,n,K309,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K309.pdf,216,100,123,69
16K335,n,K335,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K335.pdf,214,113,158,50
16K455,n,K455,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K455.pdf,439,139,360,50
16K498,n,K498,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K498.pdf,589,254,372,169
16K627,n,K627,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K627.pdf,319,174,188,99
16K628,n,K628,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K628.pdf,286,155,209,35
16K669,n,K669,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K669.pdf,292,131,218,56
16K681,n,K681,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K681.pdf,179,83,127,43
16K688,n,K688,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K688.pdf,105,44,74,18
16K765,n,K765,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K765.pdf,252,104,210,26
16K898,n,K898,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K898.pdf,41,22,35,5
17K002,n,K002,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K002.pdf,476,243,366,67
17K006,n,K006,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K006.pdf,649,323,475,131
17K012,n,K012,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K012.pdf,280,139,200,66
17K061,n,K061,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K061.pdf,669,337,571,70
17K091,n,K091,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K091.pdf,254,131,210,32
17K092,n,K092,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K092.pdf,415,191,285,62
17K122,n,K122,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K122.pdf,581,168,479,69
17K138,n,K138,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K138.pdf,539,268,432,61
17K161,n,K161,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K161.pdf,370,174,298,43
17K181,n,K181,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K181.pdf,644,301,541,63
17K189,n,K189,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K189.pdf,1060,549,743,261
17K191,n,K191,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K191.pdf,164,83,133,18
17K221,n,K221,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K221.pdf,263,124,227,31
17K241,n,K241,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K241.pdf,470,254,399,44
17K246,n,K246,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K246.pdf,409,198,291,90
17K249,n,K249,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K249.pdf,878,428,370,397
17K289,n,K289,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K289.pdf,362,183,256,60
17K316,n,K316,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K316.pdf,574,300,389,94
17K340,n,K340,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K340.pdf,204,89,151,39
17K352,n,K352,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K352.pdf,133,58,91,23
17K353,n,K353,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K353.pdf,173,79,117,36
17K354,n,K354,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K354.pdf,297,166,241,42
17K375,y,K375,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K375.pdf,339,153,235,81
17K382,n,K382,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K382.pdf,360,153,272,56
17K394,n,K394,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K394.pdf,392,209,277,72
17K397,n,K397,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K397.pdf,187,86,138,19
17K398,n,K398,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K398.pdf,286,130,230,36
17K399,n,K399,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K399.pdf,330,176,251,56
17K408,n,K408,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K408.pdf,196,94,160,27
17K484,n,K484,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K484.pdf,168,93,126,30
17K524,n,K524,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K524.pdf,368,150,87,183
17K528,n,K528,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K528.pdf,213,72,155,40
17K531,n,K531,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K531.pdf,352,150,308,27
17K532,n,K532,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K532.pdf,449,207,307,102
17K537,n,K537,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K537.pdf,467,122,365,68
17K539,n,K539,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K539.pdf,297,105,227,48
17K543,n,K543,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K543.pdf,576,276,445,75
17K546,n,K546,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K546.pdf,462,300,357,72
17K547,n,K547,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K547.pdf,382,151,305,44
17K548,n,K548,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K548.pdf,296,204,229,59
17K568,n,K568,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K568.pdf,119,66,95,20
17K590,n,K590,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K590.pdf,1332,729,1158,72
17K600,n,K600,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K600.pdf,1200,905,1044,87
17K646,n,K646,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K646.pdf,237,105,186,47
17K705,n,K705,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K705.pdf,370,175,169,106
17K722,n,K722,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K722.pdf,258,111,215,26
17K745,n,K745,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K745.pdf,415,229,358,38
17K751,n,K751,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K751.pdf,301,219,229,44
17K770,n,K770,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K770.pdf,317,156,171,30
18K066,n,K066,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K066.pdf,798,395,681,68
18K068,n,K068,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K068.pdf,289,123,224,28
18K114,n,K114,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K114.pdf,515,272,405,69
18K115,n,K115,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K115.pdf,902,447,735,76
18K135,n,K135,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K135.pdf,515,239,414,41
18K208,n,K208,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K208.pdf,359,169,323,20
18K211,n,K211,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K211.pdf,436,205,359,44
18K219,n,K219,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K219.pdf,427,204,360,46
18K233,n,K233,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K233.pdf,416,206,379,24
18K235,n,K235,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K235.pdf,1220,676,1129,35
18K244,n,K244,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K244.pdf,482,219,434,28
18K268,n,K268,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K268.pdf,338,171,301,25
18K272,n,K272,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K272.pdf,449,215,331,67
18K276,n,K276,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K276.pdf,611,288,527,24
18K279,n,K279,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K279.pdf,402,203,353,23
18K285,n,K285,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K285.pdf,752,418,699,28
18K366,n,K366,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K366.pdf,399,183,341,38
18K563,n,K563,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K563.pdf,659,263,583,44
18K566,n,K566,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K566.pdf,189,64,153,22
18K567,n,K567,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K567.pdf,350,201,291,36
18K569,n,K569,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K569.pdf,294,111,262,19
18K576,n,K576,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K576.pdf,341,159,278,36
18K578,n,K578,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K578.pdf,222,86,185,24
18K581,n,K581,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K581.pdf,268,128,228,15
18K588,n,K588,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K588.pdf,172,91,151,14
18K617,n,K617,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K617.pdf,240,67,194,28
18K629,n,K629,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K629.pdf,282,124,238,25
18K633,n,K633,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K633.pdf,460,310,352,64
18K635,n,K635,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K635.pdf,205,90,183,15
18K637,n,K637,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K637.pdf,300,113,228,28
18K642,n,K642,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K642.pdf,264,98,202,29
18K673,n,K673,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K673.pdf,196,87,149,34
18K763,n,K763,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K763.pdf,317,137,295,13
19K007,n,K007,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K007.pdf,823,415,58,679
19K013,n,K013,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K013.pdf,450,208,298,112
19K065,n,K065,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K065.pdf,586,281,43,503
19K089,n,K089,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K089.pdf,469,232,11,450
19K108,n,K108,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K108.pdf,934,449,88,757
19K149,n,K149,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K149.pdf,638,313,383,219
19K158,n,K158,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K158.pdf,517,267,245,252
19K159,n,K159,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K159.pdf,749,369,211,206
19K171,n,K171,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K171.pdf,418,189,37,338
19K190,n,K190,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K190.pdf,177,96,133,37
19K202,n,K202,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K202.pdf,340,165,194,119
19K213,n,K213,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K213.pdf,263,133,176,54
19K214,n,K214,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K214.pdf,875,423,92,285
19K218,n,K218,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K218.pdf,428,206,181,156
19K224,n,K224,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K224.pdf,395,201,247,132
19K273,n,K273,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K273.pdf,340,186,246,82
19K290,n,K290,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K290.pdf,461,215,98,343
19K292,n,K292,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K292.pdf,563,265,273,181
19K306,n,K306,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K306.pdf,303,162,228,70
19K325,n,K325,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K325.pdf,200,109,131,59
19K328,n,K328,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K328.pdf,290,143,169,96
19K345,n,K345,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K345.pdf,547,266,166,319
19K346,n,K346,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K346.pdf,566,283,356,143
19K364,n,K364,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K364.pdf,329,153,228,85
19K404,n,K404,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K404.pdf,551,336,380,151
19K409,n,K409,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K409.pdf,496,246,310,158
19K422,n,K422,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K422.pdf,528,253,381,115
19K452,n,K452,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K452.pdf,338,175,236,70
19K502,n,K502,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K502.pdf,277,63,189,71
19K504,n,K504,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K504.pdf,239,99,163,64
19K507,n,K507,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K507.pdf,409,244,243,150
19K510,n,K510,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K510.pdf,250,144,177,54
19K557,y,K557,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K557.pdf,294,127,189,93
19K583,n,K583,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K583.pdf,267,142,5,262
19K615,n,K615,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K615.pdf,676,103,399,200
19K618,n,K618,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K618.pdf,422,82,165,205
19K639,n,K639,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K639.pdf,430,161,102,245
19K654,n,K654,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K654.pdf,312,138,217,75
19K659,n,K659,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K659.pdf,302,131,56,196
19K660,n,K660,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K660.pdf,376,250,243,109
19K661,n,K661,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K661.pdf,471,235,111,312
19K662,n,K662,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K662.pdf,483,225,105,335
19K663,n,K663,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K663.pdf,193,97,129,58
19K677,n,K677,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K677.pdf,514,242,256,217
19K678,n,K678,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K678.pdf,265,124,148,102
19K683,n,K683,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K683.pdf,270,145,116,100
19K760,n,K760,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K760.pdf,344,154,52,265
19K764,n,K764,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K764.pdf,338,220,111,149
19K907,n,K907,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K907.pdf,41,22,27,12
20K030,n,K030,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K030.pdf,994,484,7,303
20K048,n,K048,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K048.pdf,565,280,5,168
20K062,n,K062,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K062.pdf,1213,570,214,419
20K069,n,K069,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K069.pdf,770,375,2,30
20K102,n,K102,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K102.pdf,1424,686,15,386
20K104,n,K104,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K104.pdf,1244,577,55,317
20K105,n,K105,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K105.pdf,1414,632,5,67
20K112,n,K112,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K112.pdf,685,307,3,251
20K127,n,K127,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K127.pdf,508,248,4,118
20K160,n,K160,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K160.pdf,1276,608,5,91
20K163,n,K163,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K163.pdf,599,296,11,222
20K164,n,K164,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K164.pdf,682,333,8,280
20K170,n,K170,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K170.pdf,1014,460,2,170
20K176,n,K176,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K176.pdf,1293,624,6,262
20K179,n,K179,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K179.pdf,817,418,30,199
20K180,n,K180,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K180.pdf,1077,507,15,312
20K185,n,K185,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K185.pdf,634,318,7,135
20K186,n,K186,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K186.pdf,1061,511,2,288
20K187,n,K187,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K187.pdf,953,499,13,54
20K192,n,K192,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K192.pdf,642,331,13,301
20K200,n,K200,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K200.pdf,1351,637,15,279
20K201,n,K201,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K201.pdf,1651,761,9,263
20K204,n,K204,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K204.pdf,1111,522,4,210
20K205,n,K205,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K205.pdf,1304,656,16,275
20K220,n,K220,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K220.pdf,1521,719,19,649
20K223,n,K223,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K223.pdf,939,435,17,259
20K227,n,K227,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K227.pdf,1614,724,10,481
20K229,n,K229,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K229.pdf,1252,630,24,152
20K247,n,K247,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K247.pdf,863,439,4,102
20K259,n,K259,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K259.pdf,1890,895,13,369
20K264,n,K264,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K264.pdf,460,226,15,158
20K310,n,K310,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K310.pdf,411,206,0,34
20K445,n,K445,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K445.pdf,3427,1490,97,1034
20K485,n,K485,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K485.pdf,1235,501,74,615
20K490,n,K490,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K490.pdf,4559,2180,143,1439
20K503,n,K503,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K503.pdf,989,484,5,737
20K505,n,K505,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K505.pdf,3214,1334,321,1083
20K506,n,K506,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K506.pdf,784,394,6,503
20K609,n,K609,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K609.pdf,549,549,72,107
20K682,n,K682,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K682.pdf,385,172,16,44
20K686,n,K686,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K686.pdf,534,274,27,25
20K748,n,K748,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K748.pdf,531,272,5,151
20K768,n,K768,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K768.pdf,1219,588,11,355
20K971,n,K971,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K971.pdf,343,167,3,154
21K090,n,K090,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K090.pdf,638,315,104,359
21K095,n,K095,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K095.pdf,982,475,73,325
21K096,n,K096,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K096.pdf,807,390,67,226
21K097,n,K097,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K097.pdf,770,345,11,169
21K098,n,K098,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K098.pdf,1561,847,40,136
21K099,n,K099,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K099.pdf,861,418,54,148
21K100,n,K100,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K100.pdf,822,417,24,46
21K101,n,K101,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K101.pdf,877,431,11,144
21K121,n,K121,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K121.pdf,337,152,12,143
21K128,n,K128,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K128.pdf,465,217,5,99
21K153,n,K153,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K153.pdf,547,266,7,197
21K177,n,K177,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K177.pdf,985,517,7,299
21K188,n,K188,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K188.pdf,390,193,192,137
21K199,n,K199,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K199.pdf,567,271,35,122
21K209,n,K209,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K209.pdf,706,335,21,177
21K212,n,K212,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K212.pdf,720,364,86,264
21K215,n,K215,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K215.pdf,838,409,12,215
21K216,n,K216,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K216.pdf,745,381,23,131
21K225,n,K225,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K225.pdf,996,428,21,333
21K226,n,K226,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K226.pdf,1022,471,15,306
21K228,n,K228,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K228.pdf,1413,648,71,359
21K238,n,K238,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K238.pdf,614,287,24,298
21K239,n,K239,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K239.pdf,1336,703,85,94
21K253,n,K253,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K253.pdf,945,439,4,346
21K281,n,K281,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K281.pdf,1346,644,81,317
21K288,n,K288,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K288.pdf,615,302,374,193
21K303,n,K303,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K303.pdf,567,273,57,215
21K329,n,K329,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K329.pdf,388,176,239,110
