DBN,RH School,BN,CEP URL,Total Enrollment,Num Female,Num Black,Num Hispanic
06M018,n,M018,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M018.pdf,357,169,8,344
06M028,n,M028,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M028.pdf,597,284,81,482
06M048,n,M048,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M048.pdf,478,234,7,442
06M052,n,M052,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M052.pdf,261,127,9,249
06M098,n,M098,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M098.pdf,418,206,4,393
06M103,n,M103,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M103.pdf,412,202,11,316
06M115,n,M115,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M115.pdf,452,239,3,426
06M128,n,M128,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M128.pdf,597,282,23,548
06M132,n,M132,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M132.pdf,247,112,5,238
06M143,n,M143,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M143.pdf,247,105,8,223
06M152,n,M152,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M152.pdf,563,259,13,535
06M153,n,M153,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M153.pdf,540,261,92,407
06M173,n,M173,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M173.pdf,483,231,14,435
06M178,n,M178,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M178.pdf,284,138,6,228
06M187,n,M187,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M187.pdf,775,401,28,373
06M189,n,M189,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M189.pdf,743,388,10,704
06M192,n,M192,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M192.pdf,390,196,37,336
06M209,n,M209,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M209.pdf,295,129,31,244
06M210,n,M210,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M210.pdf,425,219,6,417
06M211,n,M211,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M211.pdf,414,181,49,349
06M223,n,M223,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M223.pdf,300,153,24,243
06M278,n,M278,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M278.pdf,551,285,14,423
06M293,n,M293,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M293.pdf,608,334,24,556
06M311,n,M311,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M311.pdf,404,197,8,373
06M314,n,M314,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M314.pdf,296,160,9,135
06M319,n,M319,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M319.pdf,385,178,12,370
06M322,n,M322,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M322.pdf,400,176,16,375
06M324,n,M324,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M324.pdf,340,169,38,286
06M328,n,M328,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M328.pdf,210,91,18,177
06M346,n,M346,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M346.pdf,713,353,51,642
06M348,n,M348,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M348.pdf,864,391,30,788
06M349,n,M349,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M349.pdf,129,58,0,129
06M366,n,M366,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M366.pdf,589,302,11,553
06M368,n,M368,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M368.pdf,149,67,30,74
06M423,n,M423,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M423.pdf,182,89,16,163
06M462,n,M462,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M462.pdf,427,172,27,385
06M463,n,M463,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M463.pdf,396,179,39,346
06M467,n,M467,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M467.pdf,481,238,67,400
06M468,n,M468,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M468.pdf,423,210,63,343
06M513,n,M513,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M513.pdf,210,113,12,145
06M528,n,M528,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M528.pdf,233,132,2,227
06M540,n,M540,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M540.pdf,1503,760,410,942
06M552,n,M552,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_M552.pdf,521,274,0,521
07X001,n,X001,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X001.pdf,649,324,153,483
07X005,n,X005,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X005.pdf,729,346,202,500
07X018,n,X018,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X018.pdf,574,281,146,393
07X025,n,X025,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X025.pdf,541,245,54,475
07X029,n,X029,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X029.pdf,795,374,256,504
07X030,n,X030,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X030.pdf,536,280,121,394
07X031,n,X031,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X031.pdf,716,315,189,473
07X043,y,X043,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X043.pdf,452,246,110,336
07X049,n,X049,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X049.pdf,650,308,183,451
07X065,n,X065,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X065.pdf,377,192,114,247
07X151,n,X151,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X151.pdf,230,113,57,165
07X154,n,X154,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X154.pdf,333,160,137,186
07X157,n,X157,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X157.pdf,635,283,176,416
07X161,n,X161,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X161.pdf,485,223,97,371
07X179,n,X179,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X179.pdf,311,152,47,254
07X221,n,X221,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X221.pdf,657,345,162,467
07X223,n,X223,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X223.pdf,662,331,110,538
07X224,n,X224,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X224.pdf,328,147,83,238
07X259,n,X259,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X259.pdf,530,374,206,303
07X277,n,X277,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X277.pdf,480,217,111,350
07X296,n,X296,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X296.pdf,231,114,70,153
07X298,n,X298,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X298.pdf,266,128,60,200
07X334,n,X334,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X334.pdf,425,201,68,320
07X343,n,X343,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X343.pdf,307,124,87,209
07X359,n,X359,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X359.pdf,346,164,114,219
07X369,n,X369,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X369.pdf,252,116,39,206
07X379,n,X379,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X379.pdf,220,114,64,147
07X381,n,X381,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X381.pdf,167,82,56,105
07X427,n,X427,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X427.pdf,327,166,75,244
07X473,n,X473,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X473.pdf,315,144,81,220
07X495,n,X495,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X495.pdf,519,314,133,330
07X500,n,X500,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X500.pdf,547,278,128,396
07X522,n,X522,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X522.pdf,452,72,126,306
07X527,n,X527,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X527.pdf,511,231,133,355
07X533,n,X533,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X533.pdf,223,104,66,148
07X548,n,X548,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X548.pdf,528,116,154,359
07X551,n,X551,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X551.pdf,587,287,190,372
07X557,n,X557,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X557.pdf,243,106,77,154
07X584,n,X584,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X584.pdf,247,124,60,185
07X600,n,X600,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X600.pdf,455,57,99,345
07X670,n,X670,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X670.pdf,497,312,187,290
08X014,n,X014,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X014.pdf,581,283,34,386
08X036,n,X036,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X036.pdf,764,388,69,448
08X048,n,X048,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X048.pdf,668,313,146,510
08X062,n,X062,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X062.pdf,668,264,126,518
08X069,n,X069,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X069.pdf,629,297,97,497
08X071,n,X071,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X071.pdf,1567,765,79,982
08X072,n,X072,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X072.pdf,757,381,169,519
08X075,n,X075,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X075.pdf,588,296,133,424
08X093,n,X093,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X093.pdf,341,170,146,184
08X100,n,X100,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X100.pdf,559,254,147,385
08X101,n,X101,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X101.pdf,545,307,55,310
08X107,n,X107,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X107.pdf,553,277,171,369
08X119,n,X119,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X119.pdf,803,413,81,373
08X123,n,X123,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X123.pdf,418,210,86,310
08X130,n,X130,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X130.pdf,433,192,101,316
08X131,n,X131,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X131.pdf,479,244,159,296
08X138,n,X138,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X138.pdf,661,331,181,437
08X140,n,X140,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X140.pdf,613,302,222,378
08X146,n,X146,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X146.pdf,378,200,144,222
08X152,n,X152,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X152.pdf,818,421,134,654
08X182,n,X182,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X182.pdf,763,387,170,501
08X269,n,X269,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X269.pdf,645,361,132,497
08X282,n,X282,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X282.pdf,248,248,95,83
08X293,n,X293,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X293.pdf,460,276,111,294
08X301,n,X301,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X301.pdf,242,106,101,132
08X302,n,X302,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X302.pdf,482,212,100,368
08X304,n,X304,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X304.pdf,510,234,35,344
08X312,n,X312,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X312.pdf,422,242,114,285
08X320,n,X320,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X320.pdf,475,221,99,289
08X333,n,X333,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X333.pdf,625,299,124,477
08X337,n,X337,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X337.pdf,503,252,105,367
08X348,n,X348,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X348.pdf,360,142,100,203
08X349,n,X349,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X349.pdf,425,180,98,269
08X367,n,X367,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X367.pdf,659,255,178,391
08X371,n,X371,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X371.pdf,378,174,52,256
08X375,n,X375,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X375.pdf,222,97,80,126
08X376,n,X376,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X376.pdf,446,213,75,333
08X377,n,X377,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X377.pdf,184,88,66,113
08X392,n,X392,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X392.pdf,339,164,46,218
08X405,n,X405,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X405.pdf,794,312,217,374
08X424,n,X424,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X424.pdf,300,140,79,211
08X432,n,X432,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X432.pdf,329,137,15,252
08X448,n,X448,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X448.pdf,392,201,119,256
08X452,n,X452,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X452.pdf,532,214,160,310
08X467,n,X467,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X467.pdf,341,144,60,244
08X530,n,X530,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X530.pdf,342,151,114,214
08X537,n,X537,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X537.pdf,193,107,73,110
08X558,n,X558,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X558.pdf,554,251,135,312
08X559,n,X559,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X559.pdf,299,181,93,195
08X561,n,X561,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X561.pdf,381,120,105,243
08X562,n,X562,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X562.pdf,667,343,81,372
08X583,n,X583,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X583.pdf,192,109,24,81
09X004,n,X004,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X004.pdf,549,269,283,247
09X011,n,X011,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X011.pdf,552,286,163,381
09X022,n,X022,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X022.pdf,420,194,88,319
09X028,n,X028,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X028.pdf,727,312,152,561
09X035,n,X035,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X035.pdf,618,315,167,431
09X042,n,X042,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X042.pdf,399,204,153,232
09X053,n,X053,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X053.pdf,1037,504,317,687
09X055,n,X055,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X055.pdf,590,315,280,306
09X058,n,X058,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X058.pdf,426,211,109,304
09X063,n,X063,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X063.pdf,530,269,214,289
09X070,n,X070,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X070.pdf,1104,550,257,829
09X073,n,X073,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X073.pdf,574,278,136,428
09X088,n,X088,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X088.pdf,147,83,32,111
09X109,n,X109,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X109.pdf,611,292,117,489
09X110,n,X110,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X110.pdf,408,195,144,228
09X114,n,X114,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X114.pdf,711,335,153,502
09X117,n,X117,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X117.pdf,488,225,89,386
09X126,n,X126,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X126.pdf,579,294,136,430
09X128,n,X128,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X128.pdf,353,203,114,229
09X132,n,X132,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X132.pdf,370,179,174,189
09X163,n,X163,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X163.pdf,472,233,172,287
09X170,n,X170,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X170.pdf,236,116,55,172
09X199,n,X199,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X199.pdf,717,347,178,485
09X204,n,X204,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X204.pdf,632,325,174,443
09X215,n,X215,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X215.pdf,329,174,158,150
09X218,n,X218,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X218.pdf,1036,504,49,941
09X219,n,X219,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X219.pdf,344,140,134,203
09X227,n,X227,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X227.pdf,388,194,90,279
09X229,n,X229,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X229.pdf,243,117,91,146
09X231,n,X231,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X231.pdf,527,0,288,221
09X232,n,X232,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X232.pdf,511,252,113,393
09X236,n,X236,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X236.pdf,327,166,80,241
09X241,n,X241,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X241.pdf,606,294,178,417
09X250,n,X250,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X250.pdf,430,224,138,281
09X252,n,X252,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X252.pdf,379,199,100,270
09X260,n,X260,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X260.pdf,448,241,92,303
09X263,n,X263,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X263.pdf,361,193,114,240
09X274,n,X274,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X274.pdf,714,339,275,422
09X294,n,X294,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X294.pdf,502,246,75,406
09X297,n,X297,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X297.pdf,409,202,112,282
09X303,n,X303,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X303.pdf,318,144,86,223
09X311,n,X311,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X311.pdf,417,188,32,380
09X313,n,X313,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X313.pdf,302,134,79,216
09X323,n,X323,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X323.pdf,401,202,127,257
09X324,n,X324,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X324.pdf,510,252,142,340
09X327,n,X327,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X327.pdf,735,362,143,580
09X328,n,X328,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X328.pdf,319,144,97,211
09X329,n,X329,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X329.pdf,271,164,75,186
09X339,n,X339,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X339.pdf,477,219,139,325
09X350,n,X350,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X350.pdf,228,83,60,155
09X361,n,X361,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X361.pdf,378,190,78,290
09X365,n,X365,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X365.pdf,324,150,1,322
09X403,n,X403,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X403.pdf,418,219,52,338
09X404,n,X404,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X404.pdf,326,150,93,223
09X412,n,X412,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X412.pdf,275,118,56,203
09X413,n,X413,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X413.pdf,419,224,108,266
09X443,n,X443,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X443.pdf,555,286,148,378
09X449,n,X449,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X449.pdf,455,212,132,286
09X454,n,X454,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X454.pdf,450,211,123,308
09X457,n,X457,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X457.pdf,494,252,143,336
09X505,n,X505,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X505.pdf,751,433,173,544
09X517,n,X517,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X517.pdf,408,175,177,213
09X525,n,X525,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X525.pdf,565,269,170,376
09X543,n,X543,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X543.pdf,253,197,88,159
09X555,n,X555,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X555.pdf,427,211,75,339
09X564,n,X564,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X564.pdf,361,192,71,245
09X568,n,X568,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X568.pdf,536,536,173,328
09X582,n,X582,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X582.pdf,88,47,20,64
09X593,n,X593,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X593.pdf,45,25,7,38
09X594,n,X594,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X594.pdf,197,90,55,138
10X003,n,X003,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X003.pdf,321,179,91,229
10X007,n,X007,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X007.pdf,688,349,41,543
10X008,n,X008,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X008.pdf,939,466,71,742
10X009,n,X009,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X009.pdf,830,422,124,670
10X015,n,X015,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X015.pdf,475,261,54,409
10X020,n,X020,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X020.pdf,988,465,113,726
10X023,n,X023,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X023.pdf,445,211,148,285
10X024,n,X024,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X024.pdf,844,408,61,364
10X032,n,X032,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X032.pdf,758,408,136,589
10X033,n,X033,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X033.pdf,890,445,87,765
10X037,n,X037,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X037.pdf,630,303,133,465
10X045,n,X045,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X045.pdf,709,351,117,556
10X046,n,X046,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X046.pdf,853,418,114,703
10X051,n,X051,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X051.pdf,205,97,64,133
10X054,n,X054,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X054.pdf,475,239,110,343
10X056,n,X056,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X056.pdf,669,315,57,418
10X059,n,X059,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X059.pdf,519,239,162,342
10X077,n,X077,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X077.pdf,423,196,26,284
10X080,n,X080,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X080.pdf,652,296,87,460
10X081,n,X081,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X081.pdf,746,355,69,394
10X085,n,X085,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X085.pdf,922,429,244,657
10X086,y,X086,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X086.pdf,1625,806,92,1441
10X091,n,X091,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X091.pdf,646,329,95,504
10X094,n,X094,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X094.pdf,1220,605,190,849
10X095,n,X095,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X095.pdf,1230,624,202,880
10X118,n,X118,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X118.pdf,1105,560,221,671
10X141,n,X141,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X141.pdf,1513,741,144,840
10X159,n,X159,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X159.pdf,194,114,24,165
10X205,n,X205,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X205.pdf,935,486,114,745
10X206,n,X206,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X206.pdf,229,114,29,190
10X207,n,X207,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X207.pdf,336,147,32,259
10X209,n,X209,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X209.pdf,276,148,53,220
10X213,n,X213,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X213.pdf,377,59,104,242
10X225,n,X225,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X225.pdf,540,355,130,384
10X226,n,X226,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X226.pdf,450,223,97,348
10X228,n,X228,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X228.pdf,270,122,39,205
10X237,n,X237,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X237.pdf,430,312,124,268
10X243,n,X243,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X243.pdf,609,288,109,477
10X244,n,X244,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X244.pdf,748,353,79,624
10X246,n,X246,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X246.pdf,683,317,48,590
10X254,n,X254,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X254.pdf,493,243,78,398
10X264,n,X264,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X264.pdf,419,95,114,256
10X268,n,X268,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X268.pdf,491,250,16,443
10X279,n,X279,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X279.pdf,1031,481,165,820
10X280,n,X280,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X280.pdf,816,405,63,628
10X284,n,X284,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X284.pdf,369,183,80,267
10X291,n,X291,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_X291.pdf,601,294,45,550
